Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2018-09-03,149.4989,152.0022,137.00265,138.99921,20313
2018-09-04,137.99587,146.49899,137.99587,143.00247,18117
2018-09-05,143.00247,144.50243,138.50261,140.99578,9714
2018-09-06,140.99578,140.99578,137.99587,139.49582,10797
2018-09-07,138.99921,149.99551,134.00274,140.99578,23504
2018-09-10,140.99578,143.00247,137.99587,140.00256,10799
2018-09-11,140.99578,140.99578,131.49944,138.99921,12945
2018-09-12,137.99587,138.50261,134.49935,137.00265,7167
2018-09-13,137.00265,137.99587,134.99596,137.00265,5086
2018-09-14,134.99596,140.00256,134.99596,139.49582,10649
2018-09-17,140.00256,152.0022,140.00256,152.0022,18626
2018-09-18,150.99885,159.99858,149.99551,158.99524,19040
2018-09-19,159.99858,159.99858,150.99885,153.99876,10061
2018-09-20,154.49537,159.99858,154.49537,158.00202,12843
2018-09-21,158.49863,159.50198,153.99876,156.99867,15653
2018-09-24,159.50198,161.99515,146.49899,150.99885,37125
2018-09-25,151.49546,152.0022,145.49564,149.4989,16400
2018-09-26,149.99551,152.99542,149.4989,150.99885,7319
2018-09-27,149.99551,149.99551,144.99903,146.49899,7087
2018-09-28,146.9956,147.50234,140.49917,143.00247,17549
2018-10-01,143.00247,146.49899,140.99578,143.49908,5002
2018-10-02,143.99569,150.50225,143.49908,149.00229,10064
2018-10-03,149.99551,153.50216,149.99551,152.49881,9524
2018-10-04,152.49881,152.99542,143.49908,146.00238,9021
2018-10-05,146.00238,148.49555,143.00247,146.9956,7085
2018-10-08,146.9956,150.99885,139.49582,141.99912,14137
2018-10-09,141.50252,143.00247,134.00274,140.99578,13056
2018-10-10,143.00247,143.99569,128.99613,130.49609,30435
2018-10-11,122.49971,126.99957,119.9964,122.0031,43665
2018-10-12,125.49962,131.00283,125.00301,128.00292,20564
2018-10-15,131.00283,134.99596,122.0031,123.99966,21496
2018-10-16,124.49627,131.99604,123.99966,129.50288,18590
2018-10-17,132.99939,134.99596,129.50288,129.50288,20667
2018-10-18,129.50288,131.00283,126.99957,128.49953,7662
2018-10-19,128.00292,128.99613,125.99622,127.49618,7810
2018-10-22,128.00292,128.49953,122.0031,124.49627,22515
2018-10-23,122.49971,122.99631,116.00328,116.49989,36966
2018-10-24,116.99649,123.50306,116.99649,118.49645,19388
2018-10-25,114.99993,122.99631,113.49998,122.99631,29912
2018-10-26,122.99631,125.00301,116.00328,116.99649,37486
2018-10-29,116.99649,119.9964,115.49654,117.99984,13245
2018-10-30,117.50324,121.49636,116.00328,119.4998,11792
2018-10-31,122.49971,122.49971,117.99984,119.4998,19406
2018-11-02,122.49971,125.00301,119.00319,120.99975,20486
2018-11-05,120.99975,123.50306,116.99649,120.99975,16340
2018-11-06,120.99975,122.99631,119.00319,121.49636,10493
2018-11-07,120.99975,131.00283,120.99975,131.00283,23787
2018-11-08,133.496,138.99921,131.99604,137.49926,27122
2018-11-09,137.49926,137.49926,131.00283,131.99604,10550
2018-11-13,140.99578,149.00229,137.00265,137.99587,34619
2018-11-14,138.99921,138.99921,131.00283,135.9993,16144
2018-11-15,137.00265,137.00265,127.49618,130.49609,15002
2018-11-16,131.00283,134.00274,122.0031,133.496,22609
2018-11-19,131.99604,134.49935,128.49953,131.49944,13820
2018-11-20,128.99613,129.99948,123.99966,125.00301,21659
2018-11-21,125.99622,129.50288,124.49627,125.99622,29665
2018-11-22,126.99957,131.49944,124.49627,128.00292,12330
2018-11-23,129.99948,132.99939,128.00292,131.49944,13369
2018-11-26,135.9993,147.99894,134.99596,139.49582,52068
2018-11-27,137.00265,137.49926,131.99604,135.9993,12520
2018-11-28,135.9993,137.99587,135.5027,137.00265,10715
2018-11-29,139.49582,141.99912,138.50261,141.99912,14734
2018-11-30,141.99912,142.49573,138.99921,141.50252,4652
2018-12-03,142.49573,147.99894,140.99578,146.49899,27040
2018-12-04,146.9956,146.9956,141.99912,145.49564,10598
2018-12-05,141.99912,143.00247,137.49926,141.99912,11416
2018-12-06,141.99912,146.00238,138.50261,143.49908,13853
2018-12-07,143.99569,146.9956,142.49573,143.00247,13144
2018-12-10,140.49917,141.50252,134.49935,134.49935,20396
2018-12-11,138.99921,139.49582,135.5027,135.9993,6852
2018-12-12,137.99587,137.99587,134.49935,137.99587,6674
2018-12-13,138.99921,138.99921,135.5027,136.49591,8905
2018-12-14,135.5027,137.49926,134.49935,135.9993,4437
2018-12-17,135.5027,137.00265,128.00292,130.49609,17157
2018-12-18,128.00292,129.99948,125.99622,129.99948,16036
2018-12-19,131.49944,134.49935,129.99948,134.49935,11047
2018-12-20,131.99604,134.00274,129.99948,131.00283,16180
2018-12-21,131.00283,133.496,128.99613,128.99613,19370
2018-12-27,134.00274,134.49935,130.49609,134.49935,8505
2018-12-28,134.00274,134.99596,131.99604,134.99596,8222
2019-01-02,136.49591,143.49908,134.00274,140.00256,25912
2019-01-03,140.00256,141.99912,135.5027,136.49591,7960
2019-01-04,138.50261,141.99912,136.49591,141.99912,9382
2019-01-07,144.99903,150.99885,143.99569,150.99885,39042
2019-01-08,152.0022,152.49881,149.00229,150.50225,14952
2019-01-09,152.0022,156.50207,150.50225,153.99876,17494
2019-01-10,153.50216,155.49872,150.50225,152.49881,11448
2019-01-11,155.49872,155.49872,152.0022,152.99542,11131
2019-01-14,153.50216,153.99876,149.99551,152.49881,8055
2019-01-15,152.99542,154.49537,152.0022,152.99542,4237
2019-01-16,152.99542,159.99858,152.99542,159.99858,22411
2019-01-17,159.99858,164.99506,155.99533,159.99858,16762
2019-01-18,160.49519,163.4951,160.49519,161.99515,11051
2019-01-21,161.99515,164.99506,161.00193,161.99515,4655
2019-01-22,162.50189,163.4951,157.49528,158.00202,15417
2019-01-23,156.99867,165.9984,155.00211,164.00184,36446
2019-01-24,164.00184,167.00175,160.49519,162.50189,7834
2019-01-25,163.4951,164.00184,159.99858,162.50189,5821
2019-01-28,162.99849,163.4951,156.99867,158.99524,12313
2019-01-29,156.99867,164.99506,156.99867,161.99515,9305
2019-01-30,162.50189,162.99849,159.99858,160.49519,2618
2019-01-31,162.99849,164.49845,161.00193,161.00193,16282
2019-02-01,161.49854,161.49854,158.99524,159.99858,5727
2019-02-04,159.99858,164.00184,159.99858,162.99849,8857
2019-02-05,164.00184,164.49845,161.99515,164.00184,6793
2019-02-06,162.99849,162.99849,157.49528,158.00202,20506
2019-02-07,158.00202,158.00202,144.50243,155.99533,32597
2019-02-08,152.99542,155.00211,149.00229,152.0022,17434
2019-02-11,152.0022,152.0022,149.4989,151.49546,7538
2019-02-12,151.49546,155.49872,150.50225,154.49537,9270
2019-02-13,155.99533,155.99533,152.0022,153.99876,2964
2019-02-14,152.49881,155.99533,152.49881,155.00211,2376
2019-02-15,153.99876,161.00193,152.0022,156.99867,8510
2019-02-18,158.49863,159.50198,155.49872,156.99867,6402
2019-02-19,156.50207,158.49863,154.49537,156.99867,4635
2019-02-20,158.00202,158.00202,153.99876,155.00211,2233
2019-02-21,155.49872,155.99533,153.50216,155.00211,3317
2019-02-22,154.49537,155.99533,152.0022,155.00211,4447
2019-02-25,155.99533,155.99533,151.49546,155.00211,9349
2019-02-26,155.49872,155.49872,152.99542,153.50216,4009
2019-02-27,154.49537,158.49863,154.49537,155.49872,8854
2019-02-28,156.50207,160.49519,156.50207,158.99524,7043
2019-03-01,159.50198,161.99515,158.49863,158.99524,11083
2019-03-04,161.00193,164.00184,161.00193,161.99515,4682
2019-03-05,162.99849,162.99849,158.99524,161.00193,3151
2019-03-06,161.00193,162.50189,159.50198,161.00193,3620
2019-03-07,161.00193,161.00193,158.49863,159.99858,2571
2019-03-08,158.49863,159.99858,155.49872,159.99858,9111
2019-03-11,161.99515,161.99515,159.99858,159.99858,5949
2019-03-12,161.00193,161.99515,159.99858,161.49854,4829
2019-03-13,161.49854,168.50171,159.99858,167.00175,21267
2019-03-14,170.49827,174.00492,170.00166,170.49827,23069
2019-03-15,170.00166,171.00501,167.99497,167.99497,11694
2019-03-18,170.00166,175.50488,170.00166,173.49818,14756
2019-03-19,174.50153,177.99804,174.00492,174.99813,13070
2019-03-20,174.99813,180.00474,173.49818,173.49818,15493
2019-03-21,173.49818,173.49818,169.50506,171.99822,7416
2019-03-22,174.00492,176.00148,167.00175,167.99497,8781
2019-03-25,168.99831,170.00166,164.49845,170.00166,7384
2019-03-26,171.99822,174.50153,171.00501,174.00492,5417
2019-03-27,174.99813,174.99813,172.50497,174.00492,5406
2019-03-28,174.99813,183.99787,173.00157,182.0013,24222
2019-03-29,182.49791,189.00447,177.50144,180.50135,28496
2019-04-01,182.80196,184.79852,179.00139,184.40326,10817
2019-04-02,185.00121,189.99769,185.00121,187.59573,16285
2019-04-03,191.39629,192.9976,188.59908,191.00103,27538
2019-04-04,192.00438,193.40299,182.39656,188.00112,19684
2019-04-05,189.00447,189.00447,181.20065,183.79517,17959
2019-04-08,183.99787,189.99769,183.99787,189.39973,6239
2019-04-09,189.60243,189.99769,186.99778,187.79843,4091
2019-04-10,187.79843,187.79843,184.59582,184.79852,5781
2019-04-11,188.00112,191.59899,185.59917,188.59908,11678
2019-04-12,189.99769,192.00438,189.00447,190.79834,6389
2019-04-15,191.00103,195.00429,191.00103,195.00429,10423
2019-04-16,195.60225,201.00411,194.8016,195.00429,16444
2019-04-17,195.00429,197.00085,191.00103,192.00438,9629
2019-04-18,192.00438,195.60225,192.00438,194.8016,4745
2019-04-23,194.8016,201.50072,192.9976,200.00076,6051
2019-04-24,199.59537,201.99733,195.19685,195.19685,13458
2019-04-25,195.19685,196.59546,191.39629,196.59546,11317
2019-04-26,199.40281,201.99733,193.20029,195.19685,19385
2019-04-29,195.99751,198.0042,194.00094,194.00094,7322
2019-04-30,195.00429,196.4029,192.00438,194.00094,5428
2019-05-02,201.00411,203.00067,194.20364,200.00076,13478
2019-05-06,201.50072,201.50072,195.99751,198.99742,14855
2019-05-07,198.99742,198.99742,191.00103,192.19694,11535
2019-05-08,190.20038,190.79834,183.00465,189.60243,14747
2019-05-09,189.79499,189.79499,183.99787,185.00121,9927
2019-05-10,185.00121,192.9976,185.00121,191.00103,7634
2019-05-13,189.99769,191.00103,182.39656,182.59926,12034
2019-05-14,183.00465,186.00456,182.59926,184.59582,6660
2019-05-15,185.80187,186.99778,183.39991,186.00456,4198
2019-05-16,185.39647,186.00456,182.59926,183.99787,16081
2019-05-17,186.79508,186.79508,182.0013,183.60261,4397
2019-05-20,183.99787,183.99787,171.99822,177.60279,25104
2019-05-21,176.00148,176.00148,171.40027,171.40027,19852
2019-05-22,167.99497,174.60288,161.99515,171.99822,40668
2019-05-23,172.79888,172.79888,163.79915,164.5998,14862
2019-05-24,162.7958,170.80231,158.00202,168.99831,14451
2019-05-27,169.79897,169.79897,167.20445,168.40036,4209
2019-05-28,169.20101,169.79897,167.8024,167.99497,2830
2019-05-29,167.39701,167.39701,156.99867,160.79924,12974
2019-05-30,180.00474,183.99787,175.79879,180.79526,49626
2019-05-31,180.00474,180.00474,174.40018,177.99804,12077
2019-06-03,179.39665,179.39665,168.99831,169.59627,8876
2019-06-04,170.00166,173.00157,167.39701,171.60297,14484
2019-06-05,174.40018,178.40344,174.40018,177.99804,9840
2019-06-06,179.00139,179.59935,173.00157,177.40009,8466
2019-06-07,180.00474,192.00438,177.79535,188.00112,30675
2019-06-10,191.59899,191.59899,181.40335,183.19721,14440
2019-06-11,183.99787,183.99787,177.40009,182.0013,7543
2019-06-12,180.99796,180.99796,171.99822,173.20427,11170
2019-06-13,174.79544,179.59935,172.20092,178.596,5923
2019-06-14,178.40344,179.20409,174.00492,174.00492,2687
2019-06-17,173.00157,175.79879,170.00166,174.99813,9520
2019-06-18,176.20418,178.596,172.20092,177.40009,4204
2019-06-19,175.79879,177.00483,173.20427,173.80222,1674
2019-06-21,174.19748,176.00148,170.39692,170.39692,8464
2019-06-24,170.80231,176.00148,170.80231,174.40018,4051
2019-06-25,174.40018,174.79544,172.79888,173.80222,2441
2019-06-26,173.80222,173.80222,170.59962,171.60297,4743
2019-06-27,171.19757,174.99813,171.00501,174.79544,3901
2019-06-28,174.40018,177.99804,174.00492,174.99813,7258
2019-07-01,177.00483,180.4,177.00483,177.00483,5484
2019-07-02,177.79535,178.40344,175.40353,177.79535,4111
2019-07-03,177.99804,180.00474,176.20418,180.00474,5805
2019-07-04,180.00474,184.20056,180.00474,183.60261,10459
2019-07-05,182.59926,187.20047,182.59926,185.20391,6231
2019-07-08,186.00456,190.79834,186.00456,189.00447,11789
2019-07-09,189.60243,189.60243,184.20056,185.59917,5138
2019-07-10,185.59917,188.20382,185.20391,186.39982,4226
2019-07-11,185.20391,186.60252,180.00474,181.20065,14249
2019-07-12,180.1973,182.0013,176.39674,180.99796,9347
2019-07-15,181.40335,183.19721,179.80204,183.19721,2424
2019-07-16,183.39991,183.79517,181.79861,182.59926,1811
2019-07-17,182.80196,182.80196,177.99804,180.4,6345
2019-07-18,178.4,181,178,181,4617
2019-07-19,181.2,183.8,181.2,183,3064
2019-07-22,184,186,181.4,183.6,2567
2019-07-23,183.4,183.4,182,182,1098
2019-07-24,182,183.6,181.4,183.2,710
2019-07-25,183.2,185,183.2,184,2214
2019-07-26,184,184.2,183,184,2759
2019-07-29,184,186,183.6,186,3005
2019-07-30,185,186,183.8,185.2,3009
2019-07-31,184.4,185,180.4,182.6,3990
2019-08-01,181.6,184.8,178.8,181,7561
2019-08-02,181,181,176.2,180.2,7028
2019-08-05,179.4,179.8,176.4,177.2,12287
2019-08-06,176,177.2,172.2,177.2,4976
2019-08-07,176,179,176,178,3376
2019-08-08,177,178,174.2,177,2451
2019-08-09,177.8,177.8,172.6,172.6,2237
2019-08-12,172.4,175.6,172.4,174.6,1597
2019-08-13,174.6,176.2,171.2,176.2,3860
2019-08-14,176.2,177,171.2,171.4,1815
2019-08-16,171.4,173.8,171,171.2,6278
2019-08-19,172,172,169.2,170,6875
2019-08-20,170,172.6,170,172,1246
2019-08-21,170,172.6,170,172.6,2345
2019-08-22,174,179,172.6,178.8,4773
2019-08-23,180,181,175.4,181,3979
2019-08-26,176,180,176,178,2421
2019-08-27,178.2,179.4,177.4,178.2,1196
2019-08-28,178.6,178.6,175.8,175.8,2615
2019-08-29,175.8,178.2,173.6,178.2,3214
2019-08-30,179.8,184,178,178.8,6122
2019-09-02,179.4,181,177.4,180.2,2418
2019-09-03,182,183.4,178.2,178.2,2259
2019-09-04,178,181,177,179.8,5314
2019-09-05,180,180.8,176.8,178,2590
2019-09-06,177.2,178,176.8,178,1465
2019-09-09,178,179.6,176.8,179.4,2332
2019-09-10,179.4,179.4,177.6,177.6,936
2019-09-11,178.4,181.6,177,181.6,2368
2019-09-12,181,182,179.4,180.4,3319
2019-09-13,181.6,184,180.4,183.6,4116
2019-09-16,183.6,192.4,182.4,192.4,10655
2019-09-17,192.6,196,187.4,187.8,18890
2019-09-18,187.8,189,186,187.8,4570
2019-09-19,187.6,190,187.4,190,2775
2019-09-20,190,192,184,184,9929
2019-09-23,185.8,191.8,185.8,188.8,7091
2019-09-24,188,191.2,187,191,3489
2019-09-25,190,192,188,191.8,3393
2019-09-26,191.8,194.6,189.2,193.4,2340
2019-09-27,193.4,194.4,190.2,191.6,2318
2019-09-30,191.6,192,182.6,188.4,21224
2019-10-01,190,190,182,187,9514
2019-10-02,184.4,185,178,178,12708
2019-10-03,177,180,172,177.4,9648
2019-10-04,178,183.2,178,183.2,3688
2019-10-07,184.2,187.8,184.2,187.8,3211
2019-10-08,188.2,191.4,188,190,4136
2019-10-09,190.6,190.6,186.2,189,2147
2019-10-10,189,189.6,186.2,187.2,2089
2019-10-11,188,190.8,187.6,189,2143
2019-10-14,188.6,191,186.4,191,3881
2019-10-15,192,192,188.6,190.6,2588
2019-10-16,188.6,192,188.6,190.4,2320
2019-10-17,190.4,190.8,186.8,190.8,2257
2019-10-18,190.4,190.4,185,187.8,1847
2019-10-21,187.8,188,186.4,187,1053
2019-10-22,187,189.2,185,186,1949
2019-10-23,184.8,185.2,181.6,181.6,3142
2019-10-24,181,184,180.4,182,1075
2019-10-25,184,184,179.4,182,7951
2019-10-28,182,183,179.6,181.8,1604
2019-10-29,181.4,184,179.2,182.6,2121
2019-10-30,182.6,183.6,178.6,178.6,3160
2019-10-31,177.2,179.6,173.6,178.6,3222
2019-11-04,180,181.6,176.6,178.2,3951
2019-11-05,180,182.6,178.4,181,2759
2019-11-06,180.8,180.8,178.2,179,1904
2019-11-07,179.2,179.2,175,176.4,3768
2019-11-08,175.2,178.2,174.4,175.8,4460
2019-11-12,176,176,171.8,172,5355
2019-11-13,172.4,177.2,170.6,174.2,4873
2019-11-14,174.2,176.4,173,174.2,2472
2019-11-15,174.6,179.4,174.6,179.4,2609
2019-11-18,180,183,178.6,179.2,3035
2019-11-19,179.4,181.8,178.2,179.2,2719
2019-11-20,179.2,179.2,176,178.8,1067
2019-11-21,178,178,175,175.2,788
2019-11-22,175.4,178.8,173,173,2178
2019-11-25,174,178,174,177,3929
2019-11-26,178,179,176,176.2,1068
2019-11-27,176.8,177.8,175,176.4,738
2019-11-28,177.8,178,175.8,177.8,1431
2019-11-29,177,179.2,177,178.2,1741
2019-12-02,200,200,189.2,196,55380
2019-12-03,196,208,193.6,206.5,38620
2019-12-04,206.5,214.5,203,211.5,27096
2019-12-05,209.5,214,205,213,13016
2019-12-06,210.5,213,206.5,212,6728
2019-12-09,212,212,207,208.5,4735
2019-12-10,208,220,207,220,14450
2019-12-11,220,228,218,228,16397
2019-12-12,229,235.5,229,235,21388
2019-12-13,236.5,237,230,232.5,6689
2019-12-16,234.5,234.5,224,224.5,12091
2019-12-17,224,229,216.5,229,15922
2019-12-18,230,234.5,228,233,5029
2019-12-19,233,234.5,228.5,230,7953
2019-12-20,230,232,225,230,7406
2019-12-23,230,230,226.5,227,5013
2019-12-27,229,232,228.5,232,4717
2019-12-30,232.5,239,232,239,7562
2020-01-02,240,248,240,248,6100
2020-01-03,248,248,243.5,245,6143
2020-01-07,248,250,245,248,3520
2020-01-08,248,248,241,246,13260
2020-01-09,246,258,245.5,258,16208
2020-01-10,258,264,257.5,260,9466
2020-01-13,260,266,258.5,266,3986
2020-01-14,264,282,262,282,11780
2020-01-15,283,283,266,267,37432
2020-01-16,267,277,267,277,13914
2020-01-17,268,276,264,276,8277
2020-01-20,275,282,273,282,6116
2020-01-21,282,284,277,277,4118
2020-01-22,277,278,272,274,4912
2020-01-23,272.5,273,266.5,266.5,7491
2020-01-24,266.5,274.5,260.5,265.5,8686
2020-01-27,264.5,265.5,256.5,261,12090
2020-01-28,258,272,258,271.5,4497
2020-01-29,272,279.5,272,277,4630
2020-01-30,276,276,271.5,272,3350
2020-01-31,272,275,267.5,275,3636
2020-02-03,274.5,298,273,295,16074
2020-02-04,298,317.5,297,313,19204
2020-02-05,317,332.5,317,323,20546
2020-02-06,327,327,315,320,10884
2020-02-07,320,322,316,319,5114
2020-02-10,319,343,317.5,338.5,19277
2020-02-11,340,376,340,374,28912
2020-02-12,375,383,357,369.5,23315
2020-02-13,365,375,362,369.5,6419
2020-02-14,369.5,373,365,372,5800
2020-02-17,372.5,384,372.5,380,11019
2020-02-18,382,387,381,387,9442
2020-02-19,387.5,389,381.5,389,8361
2020-02-20,389,389,373.5,380,10508
2020-02-21,378.5,391,376,390,6856
2020-02-24,384,385,362,369.5,31355
2020-02-25,366,367,317.5,338,55118
2020-02-26,328,354.5,311.5,345,64050
2020-02-27,349,349,311.5,319.5,28302
2020-02-28,292,303.5,263,278,117481
2020-03-02,305,324.5,283.5,310,64081
2020-03-03,325.5,340.5,320,340.5,55496
2020-03-04,324,340.5,315,330,36152
2020-03-05,344,344,310,315,35992
2020-03-06,306.5,307,291,305,32539
2020-03-09,274,291,250,258,79402
2020-03-10,278,284.5,256,264,35700
2020-03-11,270,270,238.5,245,60445
2020-03-12,218,228,196,197,94031
2020-03-13,210,229,198.8,211,100412
2020-03-16,205,248,197.8,240.5,50659
2020-03-17,245,269,232.5,264,99480
2020-03-18,264,280,251,270,70136
2020-03-19,267,280,267,279.5,30732
2020-03-20,297.5,307,280,280.5,43426
2020-03-23,274,289,258,285,37098
2020-03-24,305,309,296.5,309,31939
2020-03-25,313,330,295,304,46724
2020-03-26,300,309,295.5,300,27213
2020-03-27,302,306.5,290,296,13466
2020-03-30,299,300,287,300,10316
2020-03-31,302.5,309,302,306.5,15698
2020-04-01,302,314,300,310,12940
2020-04-02,310,315,305,313,10311
2020-04-03,313,318.5,312,318,12372
2020-04-06,320,358,320,358,42106
2020-04-07,366,378,329,330,42773
2020-04-08,328,344,325.5,339.5,18937
2020-04-09,348,357,340,345,14944
2020-04-14,350,369,350,369,16970
2020-04-15,372,374,358,361,15725
2020-04-16,364,370,360.5,369.5,10199
2020-04-17,374,388,373,387.5,33206
2020-04-20,388,409.5,372,409,23703
2020-04-21,410,421,385,391,38663
2020-04-22,390,416,390,416,19473
2020-04-23,416,419.5,405,410,17749
2020-04-24,406,414,398,410,21049
